"Code insee de la commune";"Libellé de la commune";"Motorisation du véhicule";"Vignette Crit'air du véhicule";"Statut de l'utilisateur ";"Groupe du véhicule";"Catégorie du véhicule";"parc au 1er janvier 2011";"parc au 1er janvier 2012";"parc au 1er janvier 2013";"parc au 1er janvier 2014";"parc au 1er janvier 2015";"parc au 1er janvier 2016";"parc au 1er janvier 2017";"parc au 1er janvier 2018";"parc au 1er janvier 2019";"parc au 1er janvier 2020";"parc au 1er janvier 2021";"parc au 1er janvier 2022";"parc au 1er janvier 2023";"parc au 1er janvier 2024";"parc au 1er janvier 2025"
"COMMUNE_CODE";"COMMUNE_NOM";"CARBURANT";"CRIT_AIR";"STATUT_UTILISATEUR";"GROUPE";"CATEGORIE";"PARC_2011";"PARC_2012";"PARC_2013";"PARC_2014";"PARC_2015";"PARC_2016";"PARC_2017";"PARC_2018";"PARC_2019";"PARC_2020";"PARC_2021";"PARC_2022";"PARC_2023";"PARC_2024";"PARC_2025"
"01008";"Ambutrix";"Diesel";"Non classé";"Professionel";"TCP";"CAR";1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";2;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";9;11;11;9;8;11;8;11;10;8;7;4;3;3;3
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";5;7;7;11;12;12;14;20;18;20;21;18;16;16;17
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";2;5;5;4;5;6;4;4;5;2;1;1;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";13;13;14;14;15;16;18;15;14;14;14;13;10;9;9
"01008";"Ambutrix";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";2;2;2;3;3;4;3;4;4;2;2;1;2;1;1
"01008";"Ambutrix";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";5;4;4;4;3;3;3;3;2;1;1;2;1;1;2
"01008";"Ambutrix";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";16;14;16;11;12;12;11;10;6;5;5;3;3;3;3
"01008";"Ambutrix";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";8;4;3;2;1;1;1;1;2;1;0;0;1;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;0;0;1;3;2;3;1;1;1;0;0;1;1;2
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";0;1;1;1;1;1;0;0;0;0;0;1;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";1;1;1;1;2;2;2;3;2;2;2;2;2;2;1
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";5;4;4;4;4;3;3;2;2;2;2;2;2;2;2
"01008";"Ambutrix";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";4;3;2;2;1;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";2;2;2;2;2;2;1;1;1;1;1;1;1;1;2
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Professionel";"VUL";"VASP";0;1;1;1;1;2;3;3;3;3;3;4;3;1;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Professionel";"VUL";"VASP";1;1;3;3;5;4;3;2;2;1;1;1;0;0;0
"01008";"Ambutrix";"Diesel";"Non classé";"Particulier";"VUL";"VASP";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;1;1;1;1;1;0;0;0;0;0;0;0;1;0
"01008";"Ambutrix";"Essence";"Crit'Air 2";"Professionel";"VP";"VP";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";1;1;2;2;2;2;2;2;1;1;0;0;0;0;0
"01008";"Ambutrix";"Inconnu";"Inconnu";"Particulier";"VP";"VP";1;1;1;1;1;2;2;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";3;5;5;11;13;11;11;12;11;8;9;6;4;4;3
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";5;21;40;53;74;91;106;109;123;136;143;148;152;154;153
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";8;6;6;7;6;3;2;1;2;1;1;1;1;0;1
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";89;95;99;109;110;120;110;106;102;90;101;96;89;79;74
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";92;91;98;95;85;87;77;70;61;53;54;47;39;35;27
"01008";"Ambutrix";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";42;38;34;32;24;22;21;19;17;17;10;10;8;9;9
"01008";"Ambutrix";"Diesel";"Non classé";"Particulier";"VP";"VP";62;56;48;45;36;26;23;15;12;6;5;6;5;2;2
"01008";"Ambutrix";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";2;8;14;16;27;33;41;68;88;109;117;119;123;124;134
"01008";"Ambutrix";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";31;34;35;37;28;30;34;32;29;28;31;26;23;26;29
"01008";"Ambutrix";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";2;2;2;2;2;2;2;2;3;2;1;1;1;1;1
"01008";"Ambutrix";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";64;64;69;67;57;59;57;58;63;58;50;40;33;35;32
"01008";"Ambutrix";"Essence";"Non classé";"Professionel";"VP";"VP";2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Essence";"Non classé";"Particulier";"VP";"VP";71;60;55;45;32;27;24;19;23;20;23;20;18;15;13
"01008";"Ambutrix";"Inconnu";"Non classé";"Particulier";"VP";"VP";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;3;6;8;8;11;13;15;18;17;21;22;23;21
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;1;1;1;1;2;2;3;4;4;6;6;6;8
"01008";"Ambutrix";"Essence HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;1;2;3;7;7;13;16;17;20;18;10;9;9
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Professionel";"VUL";"VASP";0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;1;1;0;0;0;1;1;1;1;1;2;3
"01008";"Ambutrix";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";0;0;1;2;2;2;2;2;1;1;1;2;2;3;3
"01008";"Ambutrix";"Diesel";"Non classé";"Particulier";"PL";"AUTREPL";0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Professionel";"PL";"TRACTEUR";0;0;0;0;1;1;3;3;3;5;7;7;5;5;0
"01008";"Ambutrix";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";0;0;0;1;1;1;1;1;1;0;0;0;1;1;1
"01008";"Ambutrix";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;1;1;0;0;1;2;3;4;4
"01008";"Ambutrix";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;2;2;2;1;2;2;4;8;15;24
"01008";"Ambutrix";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;1;2;4;9;10;10;13;12;12;16
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;2;4;4;6;10;10;14;14;15;15
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;1;1;1;3;3;2;2;4;3
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;1;1;0;2;3;3;3;4;6
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Particulier";"VUL";"VASP";0;0;0;0;0;0;1;1;1;1;1;1;1;2;2
"01008";"Ambutrix";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;1;1;1;1;1;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;1;1;2;2;2;1
"01008";"Ambutrix";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"01008";"Ambutrix";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;3;2;1;1;0
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01008";"Ambutrix";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"01008";"Ambutrix";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"01008";"Ambutrix";"Diesel";"Crit'Air 2";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Professionel";"PL";"AUTREPL";1;1;1;0;0;1;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Particulier";"PL";"CAMION";1;1;1;1;1;1;1;1;3;3;3;2;2;1;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Professionel";"PL";"TRACTEUR";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Professionel";"PL";"TRACTEUR";1;1;2;2;3;3;3;3;5;5;5;5;4;2;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Professionel";"PL";"TRACTEUR";1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Professionel";"PL";"TRACTEUR";2;2;3;4;1;1;1;1;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";1;1;1;1;0;0;0;0;1;1;1;1;1;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";2;3;3;4;4;4;4;8;6;7;5;2;4;6;5
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";2;2;2;3;3;3;3;2;1;1;1;1;3;3;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";4;4;4;3;3;3;3;3;2;2;2;1;1;0;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";4;3;3;2;2;2;2;2;1;2;1;1;1;2;1
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";7;9;9;8;9;10;8;7;7;2;3;2;0;1;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Essence";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;1;1;1;1;0;0;0;1;1;0;1;1;1;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";1;1;0;1;1;1;1;1;0;0;0;1;1;2;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Professionel";"VUL";"DERIVP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";1;3;4;3;3;3;4;4;4;2;2;2;3;3;3
"01009";"Andert-et-Condon";"Inconnu";"Non classé";"Particulier";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Professionel";"VP";"VP";0;1;1;0;1;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Essence";"Non classé";"Professionel";"VP";"VP";0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";0;3;7;7;10;14;22;27;32;39;49;57;62;63;67
"01009";"Andert-et-Condon";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";2;2;1;1;2;1;1;1;1;1;0;0;0;0;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";3;9;18;26;32;34;39;44;48;57;65;78;76;80;76
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";41;44;46;45;44;45;45;43;42;38;37;39;37;36;37
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";37;33;40;36;36;38;35;38;39;38;29;37;33;35;32
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";15;16;20;16;14;11;6;7;5;3;4;6;5;4;2
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Particulier";"VP";"VP";36;34;30;27;19;14;11;13;8;2;1;1;2;1;1
"01009";"Andert-et-Condon";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";17;16;17;14;11;12;12;15;16;15;15;13;16;13;10
"01009";"Andert-et-Condon";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";32;30;30;29;30;25;25;29;28;26;22;22;20;19;20
"01009";"Andert-et-Condon";"Essence";"Non classé";"Particulier";"VP";"VP";35;27;23;19;17;17;14;11;8;8;5;4;4;3;4
"01009";"Andert-et-Condon";"Diesel";"Non classé";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Professionel";"PL";"CAMION";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";0;1;1;0;1;1;1;1;2;2;1;1;2;3;3
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;2;2;2;2;4;4;4;3;4;3;3;4;2
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;0;0;3;3;3;4;4;6;3;3;2;4;4;4
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";0;0;1;0;0;0;0;0;1;2;2;2;2;1;1
"01009";"Andert-et-Condon";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;1;1;1;1;1;1;2;2;4;4;7;9
"01009";"Andert-et-Condon";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";0;0;0;0;1;3;3;3;1;1;1;1;1;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;1;1;1;1;1;2;2;3;5;6
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;3;4;3;5;6;6;9;11
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;2;2;1;1;1;1;1;1;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Professionel";"PL";"TRACTEUR";0;0;0;0;0;0;0;1;1;1;1;1;2;5;6
"01009";"Andert-et-Condon";"Gaz";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;1;4;3;3;5;3;3;3
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;0;1;1;1;0;0;1;1;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;1;1;1;0;1;1;1;1
"01009";"Andert-et-Condon";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;1;1;1;1;1;2;3
"01009";"Andert-et-Condon";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"01009";"Andert-et-Condon";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;2
"01009";"Andert-et-Condon";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01009";"Andert-et-Condon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"01009";"Andert-et-Condon";"Essence";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01009";"Andert-et-Condon";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Particulier";"PL";"AUTREPL";1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Non classé";"Particulier";"PL";"CAMION";1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";2;2;2;2;4;4;3;3;3;3;3;3;3;2;2
"01010";"Anglefort";"Diesel";"Non classé";"Professionel";"PL";"CAMION";5;6;6;6;7;4;6;6;4;5;5;5;5;5;4
"01010";"Anglefort";"Diesel";"Non classé";"Professionel";"PL";"TRACTEUR";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Inconnu";"Inconnu";"Professionel";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
"01010";"Anglefort";"Essence";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";5;8;10;10;13;13;13;15;18;23;15;18;17;19;18
"01010";"Anglefort";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";2;3;3;5;5;6;4;2;3;4;4;5;5;5;7
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";4;3;3;2;5;2;3;3;4;3;2;2;1;1;1
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";9;11;14;15;14;14;8;10;11;7;7;10;9;12;10
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";2;2;2;2;2;2;2;1;1;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";12;12;11;12;10;9;9;10;6;5;3;3;2;2;2
"01010";"Anglefort";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";4;4;5;3;3;3;3;3;3;2;2;1;1;1;1
"01010";"Anglefort";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";22;23;20;20;17;13;12;13;13;7;6;6;6;7;4
"01010";"Anglefort";"Essence";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";10;7;5;6;7;7;4;4;3;4;4;4;3;3;5
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";1;1;1;0;0;0;1;1;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Professionel";"VUL";"DERIVP";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
"01010";"Anglefort";"Gaz";"Crit'Air 1";"Particulier";"VUL";"DERIVP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Essence";"Non classé";"Particulier";"VUL";"DERIVP";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";2;2;4;5;6;3;4;2;1;1;1;1;1;1;1
"01010";"Anglefort";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";3;3;2;3;0;1;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;1;1;2;1;3;2;3;3;4;3;4;6;10;15
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";1;1;2;3;2;4;3;3;2;2;1;1;3;4;4
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";3;2;3;3;2;2;2;2;3;3;4;4;3;4;2
"01010";"Anglefort";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";7;5;3;3;3;3;3;3;3;3;3;3;2;2;2
"01010";"Anglefort";"Essence";"Non classé";"Professionel";"VUL";"VASP";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Particulier";"VUL";"VASP";1;1;1;1;1;1;1;1;1;1;2;2;1;0;0
"01010";"Anglefort";"Gaz";"Crit'Air 3";"Particulier";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";1;1;1;1;1;1;0;0;0;0;0;1;1;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Professionel";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";1;2;2;2;2;0;0;0;1;0;0;0;1;1;0
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";1;1;1;4;4;3;5;9;11;15;13;13;16;15;15
"01010";"Anglefort";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";3;2;3;2;2;3;1;1;0;0;1;2;3;3;4
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";13;33;59;83;103;133;167;187;204;239;260;262;253;271;269
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";118;139;131;137;149;163;172;172;150;153;141;141;138;140;128
"01010";"Anglefort";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";124;129;134;129;124;128;128;121;107;84;73;71;57;59;56
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";54;54;54;58;50;43;35;33;31;26;27;22;21;17;16
"01010";"Anglefort";"Diesel";"Non classé";"Professionel";"VP";"VP";5;7;7;8;8;8;8;8;8;8;7;7;8;8;8
"01010";"Anglefort";"Diesel";"Non classé";"Particulier";"VP";"VP";93;80;63;55;48;47;40;30;24;17;15;14;11;16;10
"01010";"Anglefort";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";1;6;12;19;28;37;53;72;95;125;128;145;151;166;173
"01010";"Anglefort";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";32;34;35;36;36;32;30;26;34;41;34;39;45;47;46
"01010";"Anglefort";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";63;72;81;87;89;79;68;67;72;63;52;56;56;45;41
"01010";"Anglefort";"Essence";"Non classé";"Particulier";"VP";"VP";78;72;57;54;43;36;31;29;23;20;14;14;15;14;16
"01010";"Anglefort";"Inconnu";"Non classé";"Particulier";"VP";"VP";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;1;5;6;7;9;11;18;16;18;22;24;18;19
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";0;0;1;1;1;1;1;1;0;0;0;0;0;0;0
"01010";"Anglefort";"Essence";"Non classé";"Professionel";"VUL";"DERIVP";0;1;1;1;1;1;1;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;0;3;7;8;7;10;11;11;13;15;17;19;19
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;0;0;1;1;1;1;1;2;2;2;3;3;2
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Professionel";"VUL";"VASP";0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"01010";"Anglefort";"Essence";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 5";"Particulier";"VUL";"VASP";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"01010";"Anglefort";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;1;2;2;2;2;4;4;12;17;22
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;1;2;1;2;2;2;2;2;3;5
"01010";"Anglefort";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;0;0;0;1;1;1;2;0;0;0;1;0;0
"01010";"Anglefort";"Diesel";"Crit'Air 2";"Particulier";"VUL";"VASP";0;0;0;0;0;0;2;2;2;1;1;1;1;1;1
