"Code insee de la commune";"Libellé de la commune";"Motorisation du véhicule";"Vignette Crit'air du véhicule";"Statut de l'utilisateur ";"Groupe du véhicule";"Catégorie du véhicule";"parc au 1er janvier 2011";"parc au 1er janvier 2012";"parc au 1er janvier 2013";"parc au 1er janvier 2014";"parc au 1er janvier 2015";"parc au 1er janvier 2016";"parc au 1er janvier 2017";"parc au 1er janvier 2018";"parc au 1er janvier 2019";"parc au 1er janvier 2020";"parc au 1er janvier 2021";"parc au 1er janvier 2022";"parc au 1er janvier 2023";"parc au 1er janvier 2024";"parc au 1er janvier 2025"
"COMMUNE_CODE";"COMMUNE_NOM";"CARBURANT";"CRIT_AIR";"STATUT_UTILISATEUR";"GROUPE";"CATEGORIE";"PARC_2011";"PARC_2012";"PARC_2013";"PARC_2014";"PARC_2015";"PARC_2016";"PARC_2017";"PARC_2018";"PARC_2019";"PARC_2020";"PARC_2021";"PARC_2022";"PARC_2023";"PARC_2024";"PARC_2025"
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";2;2;5;9;11;11;11;16;14;13;13;8;10;11;10
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";20;58;94;134;168;212;263;300;334;356;394;406;412;410;414
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";5;2;1;1;2;1;1;2;2;2;2;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";246;259;248;261;247;250;238;233;237;215;222;214;193;184;182
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";3;4;4;3;3;3;4;4;3;3;2;4;4;4;3
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";200;185;201;186;169;166;166;146;118;109;89;82;70;60;55
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";70;65;55;48;47;50;41;35;32;21;18;15;17;18;11
"01005";"Ambérieux-en-Dombes";"Diesel";"Non classé";"Particulier";"VP";"VP";107;97;94;78;61;46;40;28;19;12;9;8;6;4;4
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";4;21;31;43;58;83;101;137;181;218;270;301;334;360;395
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 2";"Professionel";"VP";"VP";2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";59;68;62;63;63;66;68;61;59;66;67;72;75;76;74
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";3;4;4;4;4;5;3;2;2;1;1;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";113;112;128;124;118;103;97;100;82;83;71;70;63;60;63
"01005";"Ambérieux-en-Dombes";"Essence";"Non classé";"Particulier";"VP";"VP";123;104;81;74;58;48;49;36;31;24;32;28;26;23;22
"01005";"Ambérieux-en-Dombes";"Inconnu";"Non classé";"Particulier";"VP";"VP";15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;0;1;2;2;2;3;3;7;6;7;5;5;4;6
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 3";"Professionel";"VUL";"VASP";0;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 4";"Particulier";"PL";"CAMION";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 3";"Professionel";"PL";"CAMION";0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;2;3;4;4;7;13;23;29;32;30;34;40
"01005";"Ambérieux-en-Dombes";"Diesel";"Non classé";"Particulier";"VUL";"VASP";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Professionel";"VUL";"VASP";0;0;0;2;2;2;2;3;3;3;3;3;5;5;5
"01005";"Ambérieux-en-Dombes";"Essence";"Non classé";"Particulier";"VUL";"VASP";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 5";"Particulier";"PL";"CAMION";0;0;0;0;1;1;1;1;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Electrique";"Crit'Air E";"Professionel";"VUL";"DERIVP";0;0;0;0;0;1;1;2;2;3;3;5;5;4;4
"01005";"Ambérieux-en-Dombes";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;1;1;0;0;1;1;3;5;5;6;8
"01005";"Ambérieux-en-Dombes";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;1;1;1;2;5;5;6;6;4
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 1";"Professionel";"VUL";"DERIVP";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;2;2;2;2;4;6;6;6;8
"01005";"Ambérieux-en-Dombes";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;1;1;0;0;1;2;3;4;4
"01005";"Ambérieux-en-Dombes";"Electrique";"Crit'Air E";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;1;3;2;3;3;4;4
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 1";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;1;1;1;1;2;3;2
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 5";"Professionel";"VP";"VP";0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;3;2;3;1;2;3;3;5
"01005";"Ambérieux-en-Dombes";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;1;1;5;9;16;30;40
"01005";"Ambérieux-en-Dombes";"Diesel HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;1;6;10;12;17;21;33;61
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 1";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;1;2;1;0;4;7;11
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Particulier";"PL";"CAMION";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"01005";"Ambérieux-en-Dombes";"Diesel HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01005";"Ambérieux-en-Dombes";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;1;1;1;2
"01005";"Ambérieux-en-Dombes";"Gaz";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01005";"Ambérieux-en-Dombes";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"01005";"Ambérieux-en-Dombes";"Diesel";"Non classé";"Particulier";"PL";"TRACTEUR";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01005";"Ambérieux-en-Dombes";"Diesel";"Crit'Air 2";"Professionel";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01006";"Ambléon";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";4;3;3;3;3;3;7;5;5;3;4;4;4;3;3
"01006";"Ambléon";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";2;3;2;2;2;1;0;0;0;0;0;0;0;0;0
"01006";"Ambléon";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";5;6;4;5;4;4;3;5;5;4;3;3;1;1;1
"01006";"Ambléon";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";1;1;1;2;1;1;1;1;1;0;0;0;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";1;1;1;0;0;1;2;1;0;0;0;0;0;0;0
"01006";"Ambléon";"Essence HNR";"Crit'Air 2";"Particulier";"VP";"VP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";2;4;6;8;9;9;13;14;15;16;15;19;21;17;18
"01006";"Ambléon";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";11;10;11;16;18;21;21;21;20;17;16;15;13;11;13
"01006";"Ambléon";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";15;16;18;15;13;10;7;8;5;9;11;11;11;8;7
"01006";"Ambléon";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";8;7;5;4;3;4;5;4;4;4;5;4;3;3;4
"01006";"Ambléon";"Diesel";"Non classé";"Particulier";"VP";"VP";13;14;11;11;9;9;5;4;8;5;3;4;3;3;3
"01006";"Ambléon";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";0;2;1;3;4;4;6;5;7;8;12;13;20;21;21
"01006";"Ambléon";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";3;2;1;1;1;3;5;5;5;5;6;8;8;9;10
"01006";"Ambléon";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";4;5;7;5;5;2;3;2;2;3;4;5;4;5;5
"01006";"Ambléon";"Essence";"Non classé";"Particulier";"VP";"VP";13;9;11;9;7;8;5;2;3;3;2;1;1;1;1
"01006";"Ambléon";"Inconnu";"Non classé";"Particulier";"VP";"VP";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;1;1;1;1;1;1;1;1;1;2;2;1;1;1
"01006";"Ambléon";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;0;2;3;4;4;3;3;3;3;3;4;5;2;2
"01006";"Ambléon";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;1;1;1;0;0;0;0;0;1;2
"01006";"Ambléon";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;0;0;1;1;1;0;0;0;1;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;1;1;1;1;1;1;1;0
"01006";"Ambléon";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;2;2;2;4;5;6
"01006";"Ambléon";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01006";"Ambléon";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;0;1;2;2
"01006";"Ambléon";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;1;3;2
"01006";"Ambléon";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"01006";"Ambléon";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"PL";"AUTREPL";2;4;2;3;2;2;3;3;2;2;2;3;2;2;2
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"PL";"CAMION";1;1;1;1;1;1;1;2;1;1;1;2;2;2;2
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"PL";"CAMION";2;3;3;5;5;5;5;5;5;5;6;6;6;5;4
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"PL";"CAMION";7;7;7;7;7;7;8;8;5;7;5;4;3;3;3
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Professionel";"PL";"CAMION";7;7;9;10;10;10;10;10;8;5;4;3;4;3;2
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"PL";"CAMION";16;16;14;11;10;9;9;9;6;5;5;5;3;2;2
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"PL";"TRACTEUR";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"PL";"TRACTEUR";1;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"PL";"TRACTEUR";1;1;1;1;1;1;1;2;2;2;2;1;1;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Professionel";"PL";"TRACTEUR";6;6;7;8;1;1;1;2;2;2;2;2;2;1;2
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"PL";"TRACTEUR";6;6;6;2;1;2;2;2;1;2;2;2;2;2;0
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Professionel";"TCP";"CAR";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Gaz";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"VUL";"CAMTTE";0;1;15;18;24;27;34;37;45;40;46;53;56;61;59
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMTTE";0;2;4;6;8;9;10;15;18;22;24;25;31;38;37
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"VUL";"CAMTTE";27;32;37;36;30;28;25;26;24;22;21;20;19;16;12
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";15;18;22;29;33;36;36;34;34;35;35;32;32;34;35
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"VUL";"CAMTTE";20;21;26;24;21;20;19;16;17;15;13;11;7;8;9
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMTTE";28;33;30;28;34;36;31;30;27;28;23;20;19;20;21
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Professionel";"VUL";"CAMTTE";8;6;4;3;2;3;2;2;2;2;2;1;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMTTE";10;11;11;10;10;10;11;10;10;6;8;7;7;6;3
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"VUL";"CAMTTE";14;12;10;13;9;6;6;5;5;4;5;4;4;4;4
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"VUL";"CAMTTE";61;57;55;44;37;38;29;28;24;12;13;10;8;6;7
"01007";"Ambronay";"Essence";"Non classé";"Professionel";"VUL";"CAMTTE";3;2;2;1;0;0;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Essence";"Non classé";"Particulier";"VUL";"CAMTTE";13;14;11;11;11;10;7;6;5;5;4;2;2;1;1
"01007";"Ambronay";"Essence";"Non classé";"Professionel";"VUL";"DERIVP";1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Gaz";"Crit'Air 1";"Particulier";"VUL";"DERIVP";1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"VUL";"DERIVP";0;2;3;4;3;3;5;5;6;6;7;6;8;9;10
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"VUL";"DERIVP";4;4;6;5;5;6;4;4;4;3;1;1;0;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"VUL";"DERIVP";2;2;2;2;2;2;2;1;4;4;2;1;2;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Particulier";"VUL";"DERIVP";6;7;5;6;3;3;2;1;1;1;1;1;1;1;2
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"VUL";"DERIVP";3;4;4;4;2;2;1;2;0;1;1;0;0;0;0
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"VUL";"DERIVP";4;2;2;2;2;1;1;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"VUL";"DERIVP";13;10;11;10;9;5;4;5;3;2;1;1;1;2;1
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"VUL";"CAMPCAR";2;2;2;2;2;3;6;4;4;2;3;5;5;7;8
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Particulier";"VUL";"CAMPCAR";3;4;3;2;3;4;3;3;4;4;4;4;5;6;5
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"VUL";"CAMPCAR";2;1;1;1;1;1;1;2;1;1;1;1;1;1;1
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"VUL";"CAMPCAR";3;4;6;5;4;5;4;5;3;3;5;5;4;4;3
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"VUL";"VASP";1;1;1;1;1;1;1;0;1;1;1;1;0;0;0
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"VUL";"VASP";2;2;2;2;1;1;1;1;1;1;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"VUL";"VASP";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Professionel";"VP";"VP";1;3;2;3;2;1;3;3;2;1;1;1;1;1;1
"01007";"Ambronay";"Essence";"Crit'Air 1";"Professionel";"VP";"VP";0;1;1;1;1;4;2;3;2;3;4;4;5;6;6
"01007";"Ambronay";"Essence";"Crit'Air 3";"Professionel";"VP";"VP";1;2;3;2;2;2;2;3;3;2;1;1;1;1;1
"01007";"Ambronay";"Essence HNR";"Crit'Air 2";"Particulier";"VP";"VP";1;1;1;1;1;0;0;0;0;0;1;1;1;1;1
"01007";"Ambronay";"Inconnu";"Inconnu";"Particulier";"VP";"VP";1;1;2;2;2;1;1;1;1;1;1;1;1;1;1
"01007";"Ambronay";"Gaz";"Crit'Air 1";"Particulier";"VP";"VP";6;5;7;6;5;3;3;2;0;1;1;5;6;11;17
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"VP";"VP";2;9;10;14;19;20;21;27;24;28;31;28;25;20;23
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Particulier";"VP";"VP";15;71;121;172;236;285;329;375;447;514;552;564;568;566;567
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"VP";"VP";15;15;8;8;4;4;5;3;2;1;2;2;2;2;4
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"VP";"VP";312;338;355;370;381;383;386;372;357;342;333;328;312;279;259
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"VP";"VP";6;4;3;2;2;4;4;2;4;4;4;6;5;4;3
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Particulier";"VP";"VP";287;286;299;284;272;270;247;231;193;156;148;130;120;112;106
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"VP";"VP";112;111;104;97;93;79;67;55;49;45;38;31;27;21;20
"01007";"Ambronay";"Diesel";"Non classé";"Professionel";"VP";"VP";7;5;2;3;3;2;2;1;1;1;1;1;1;0;1
"01007";"Ambronay";"Diesel";"Non classé";"Particulier";"VP";"VP";216;199;184;142;117;89;84;67;46;28;30;20;21;20;12
"01007";"Ambronay";"Essence";"Crit'Air 1";"Particulier";"VP";"VP";6;22;40;59;91;127;178;224;280;340;371;408;438;458;491
"01007";"Ambronay";"Essence";"Crit'Air 2";"Professionel";"VP";"VP";2;2;0;1;1;1;1;1;1;1;1;1;1;2;2
"01007";"Ambronay";"Essence";"Crit'Air 2";"Particulier";"VP";"VP";83;90;94;100;112;123;129;132;127;137;135;126;122;109;109
"01007";"Ambronay";"Essence";"Crit'Air 3";"Particulier";"VP";"VP";207;204;190;181;182;185;185;168;159;148;134;125;113;94;96
"01007";"Ambronay";"Essence";"Non classé";"Professionel";"VP";"VP";14;12;10;10;6;5;4;4;3;4;1;1;1;1;1
"01007";"Ambronay";"Essence";"Non classé";"Particulier";"VP";"VP";194;182;167;135;115;105;97;92;84;68;64;58;56;48;46
"01007";"Ambronay";"Inconnu";"Non classé";"Particulier";"VP";"VP";14;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Professionel";"PL";"AUTREPL";0;0;0;1;1;1;2;3;2;2;2;2;2;2;1
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"PL";"AUTREPL";0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"PL";"AUTREPL";0;0;1;1;1;1;1;1;2;1;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Particulier";"VUL";"CAMPCAR";0;1;1;1;0;0;2;3;4;6;8;7;10;14;17
"01007";"Ambronay";"Essence HNR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;1;3;4;5;6;5;8;11;11;21;20;34;54
"01007";"Ambronay";"Electrique";"Crit'Air E";"Professionel";"VUL";"CAMTTE";0;0;0;1;1;1;0;0;1;1;1;2;3;3;4
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;1;6;6;6;9;7;8;10;6;3;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Professionel";"VUL";"VASP";0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"PL";"CAMION";0;0;0;0;1;2;2;2;6;10;11;13;14;16;16
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"PL";"TRACTEUR";0;0;0;1;1;1;1;1;0;0;0;0;0;0;0
"01007";"Ambronay";"Essence";"Crit'Air 3";"Particulier";"VUL";"CAMTTE";0;0;0;2;2;2;2;1;2;2;2;1;1;2;1
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Particulier";"VUL";"DERIVP";0;0;0;0;1;1;2;2;2;2;2;1;3;3;6
"01007";"Ambronay";"Essence";"Non classé";"Particulier";"VUL";"CAMPCAR";0;0;0;1;2;2;2;2;1;1;1;0;0;1;1
"01007";"Ambronay";"Diesel HNR";"Crit'Air 2";"Particulier";"VP";"VP";0;0;0;1;0;0;1;2;2;2;2;5;7;6;6
"01007";"Ambronay";"Essence";"Crit'Air 3";"Particulier";"VUL";"DERIVP";0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
"01007";"Ambronay";"Electrique";"Crit'Air E";"Particulier";"VP";"VP";0;0;0;0;0;1;1;3;4;6;12;20;34;55;59
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"PL";"TRACTEUR";0;0;0;0;0;0;1;1;2;2;4;5;6;7;10
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"TCP";"CAR";0;0;0;0;0;0;1;1;1;1;1;2;2;2;1
"01007";"Ambronay";"Essence";"Crit'Air 1";"Particulier";"VUL";"DERIVP";0;0;0;0;0;0;1;1;1;1;3;3;2;2;1
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"VUL";"VASP";0;0;0;0;0;0;1;1;1;1;2;1;1;1;2
"01007";"Ambronay";"Essence HR";"Crit'Air 1";"Particulier";"VP";"VP";0;0;0;0;0;0;0;0;1;3;3;5;12;14;12
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;2;2;2;3;2;3
"01007";"Ambronay";"Essence HNR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;1;1;1;0;3
"01007";"Ambronay";"Electrique";"Crit'Air E";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;1;1;1;2;1;3;5
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01007";"Ambronay";"Essence HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;1;2;1;2;5;6
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Professionel";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"01007";"Ambronay";"Essence";"Crit'Air 1";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01007";"Ambronay";"Electrique";"Crit'Air E";"Particulier";"VUL";"CAMTTE";0;0;0;0;0;0;0;0;0;0;1;2;3;2;2
"01007";"Ambronay";"Diesel HR";"Crit'Air 1";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;1;1;2;1
"01007";"Ambronay";"Diesel";"Crit'Air 4";"Particulier";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01007";"Ambronay";"Diesel";"Crit'Air 3";"Particulier";"VUL";"VASP";0;0;0;0;0;0;0;0;0;0;0;1;2;2;2
"01007";"Ambronay";"Diesel";"Crit'Air 2";"Particulier";"PL";"AUTREPL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"01007";"Ambronay";"Diesel HNR";"Crit'Air 2";"Professionel";"VP";"VP";0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"01007";"Ambronay";"Diesel";"Crit'Air 5";"Particulier";"PL";"CAMION";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"01008";"Ambutrix";"Diesel";"Non classé";"Professionel";"PL";"CAMION";2;2;2;1;1;1;1;2;2;2;2;2;2;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 4";"Professionel";"PL";"TRACTEUR";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 5";"Professionel";"PL";"TRACTEUR";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"01008";"Ambutrix";"Diesel";"Crit'Air 3";"Professionel";"PL";"TRACTEUR";1;2;2;4;3;4;4;4;4;3;2;1;0;0;0
